date,state,sex,ethnicity,age,population
2020-01-01,Malaysia,female,other_noncitizen,85+,7.3
2021-01-01,Malaysia,overall_sex,overall_ethnicity,overall_age,32576.3
2021-01-01,Malaysia,overall_sex,overall_ethnicity,0-4,2445.5
2021-01-01,Malaysia,overall_sex,overall_ethnicity,5-9,2639.5
2021-01-01,Malaysia,overall_sex,overall_ethnicity,10-14,2600.1
2021-01-01,Malaysia,overall_sex,overall_ethnicity,15-19,2800.7
2021-01-01,Malaysia,overall_sex,overall_ethnicity,20-24,2893.0
2021-01-01,Malaysia,overall_sex,overall_ethnicity,25-29,2851.7
2021-01-01,Malaysia,overall_sex,overall_ethnicity,30-34,2865.5
2021-01-01,Malaysia,overall_sex,overall_ethnicity,35-39,2777.9
2021-01-01,Malaysia,overall_sex,overall_ethnicity,40-44,2267.2
2021-01-01,Malaysia,overall_sex,overall_ethnicity,45-49,1870.2
2021-01-01,Malaysia,overall_sex,overall_ethnicity,50-54,1605.5
2021-01-01,Malaysia,overall_sex,overall_ethnicity,55-59,1460.8
2021-01-01,Malaysia,overall_sex,overall_ethnicity,60-64,1208.7
2021-01-01,Malaysia,overall_sex,overall_ethnicity,65-69,951.3
2021-01-01,Malaysia,overall_sex,overall_ethnicity,70-74,645.0
2021-01-01,Malaysia,overall_sex,overall_ethnicity,75-79,353.6
2021-01-01,Malaysia,overall_sex,overall_ethnicity,80-84,201.2
2021-01-01,Malaysia,overall_sex,overall_ethnicity,85+,139.1
2021-01-01,Malaysia,male,overall_ethnicity,overall_age,17000.5
2021-01-01,Malaysia,male,overall_ethnicity,0-4,1249.8
2021-01-01,Malaysia,male,overall_ethnicity,5-9,1363.3
2021-01-01,Malaysia,male,overall_ethnicity,10-14,1347.6
2021-01-01,Malaysia,male,overall_ethnicity,15-19,1470.8
2021-01-01,Malaysia,male,overall_ethnicity,20-24,1554.7
2021-01-01,Malaysia,male,overall_ethnicity,25-29,1560.0
2021-01-01,Malaysia,male,overall_ethnicity,30-34,1538.7
2021-01-01,Malaysia,male,overall_ethnicity,35-39,1471.3
2021-01-01,Malaysia,male,overall_ethnicity,40-44,1209.1
2021-01-01,Malaysia,male,overall_ethnicity,45-49,964.4
2021-01-01,Malaysia,male,overall_ethnicity,50-54,813.7
2021-01-01,Malaysia,male,overall_ethnicity,55-59,738.4
2021-01-01,Malaysia,male,overall_ethnicity,60-64,607.4
2021-01-01,Malaysia,male,overall_ethnicity,65-69,471.2
2021-01-01,Malaysia,male,overall_ethnicity,70-74,313.4
2021-01-01,Malaysia,male,overall_ethnicity,75-79,166.8
2021-01-01,Malaysia,male,overall_ethnicity,80-84,92.0
2021-01-01,Malaysia,male,overall_ethnicity,85+,67.9
2021-01-01,Malaysia,female,overall_ethnicity,overall_age,15575.8
2021-01-01,Malaysia,female,overall_ethnicity,0-4,1195.8
2021-01-01,Malaysia,female,overall_ethnicity,5-9,1276.2
2021-01-01,Malaysia,female,overall_ethnicity,10-14,1252.5
2021-01-01,Malaysia,female,overall_ethnicity,15-19,1329.9
2021-01-01,Malaysia,female,overall_ethnicity,20-24,1338.2
2021-01-01,Malaysia,female,overall_ethnicity,25-29,1291.7
2021-01-01,Malaysia,female,overall_ethnicity,30-34,1326.9
2021-01-01,Malaysia,female,overall_ethnicity,35-39,1306.6
2021-01-01,Malaysia,female,overall_ethnicity,40-44,1058.1
2021-01-01,Malaysia,female,overall_ethnicity,45-49,905.8
2021-01-01,Malaysia,female,overall_ethnicity,50-54,791.8
2021-01-01,Malaysia,female,overall_ethnicity,55-59,722.4
2021-01-01,Malaysia,female,overall_ethnicity,60-64,601.3
2021-01-01,Malaysia,female,overall_ethnicity,65-69,480.1
2021-01-01,Malaysia,female,overall_ethnicity,70-74,331.6
2021-01-01,Malaysia,female,overall_ethnicity,75-79,186.8
2021-01-01,Malaysia,female,overall_ethnicity,80-84,109.2
2021-01-01,Malaysia,female,overall_ethnicity,85+,71.1
2021-01-01,Malaysia,overall_sex,bumi_malay,overall_age,17248.4
2021-01-01,Malaysia,overall_sex,bumi_malay,0-4,1485.0
2021-01-01,Malaysia,overall_sex,bumi_malay,5-9,1530.9
2021-01-01,Malaysia,overall_sex,bumi_malay,10-14,1446.3
2021-01-01,Malaysia,overall_sex,bumi_malay,15-19,1601.5
2021-01-01,Malaysia,overall_sex,bumi_malay,20-24,1540.2
2021-01-01,Malaysia,overall_sex,bumi_malay,25-29,1387.5
2021-01-01,Malaysia,overall_sex,bumi_malay,30-34,1453.7
2021-01-01,Malaysia,overall_sex,bumi_malay,35-39,1425.7
2021-01-01,Malaysia,overall_sex,bumi_malay,40-44,1144.5
2021-01-01,Malaysia,overall_sex,bumi_malay,45-49,934.1
2021-01-01,Malaysia,overall_sex,bumi_malay,50-54,806.5
2021-01-01,Malaysia,overall_sex,bumi_malay,55-59,742.5
2021-01-01,Malaysia,overall_sex,bumi_malay,60-64,607.3
2021-01-01,Malaysia,overall_sex,bumi_malay,65-69,484.3
2021-01-01,Malaysia,overall_sex,bumi_malay,70-74,330.4
2021-01-01,Malaysia,overall_sex,bumi_malay,75-79,171.9
2021-01-01,Malaysia,overall_sex,bumi_malay,80-84,92.4
2021-01-01,Malaysia,overall_sex,bumi_malay,85+,63.6
2021-01-01,Malaysia,male,bumi_malay,overall_age,8734.8
2021-01-01,Malaysia,male,bumi_malay,0-4,757.9
2021-01-01,Malaysia,male,bumi_malay,5-9,789.0
2021-01-01,Malaysia,male,bumi_malay,10-14,749.0
2021-01-01,Malaysia,male,bumi_malay,15-19,835.2
2021-01-01,Malaysia,male,bumi_malay,20-24,790.2
2021-01-01,Malaysia,male,bumi_malay,25-29,701.8
2021-01-01,Malaysia,male,bumi_malay,30-34,725.4
2021-01-01,Malaysia,male,bumi_malay,35-39,717.0
2021-01-01,Malaysia,male,bumi_malay,40-44,588.9
2021-01-01,Malaysia,male,bumi_malay,45-49,468.4
2021-01-01,Malaysia,male,bumi_malay,50-54,400.9
2021-01-01,Malaysia,male,bumi_malay,55-59,368.1
2021-01-01,Malaysia,male,bumi_malay,60-64,299.5
2021-01-01,Malaysia,male,bumi_malay,65-69,236.1
2021-01-01,Malaysia,male,bumi_malay,70-74,158.9
2021-01-01,Malaysia,male,bumi_malay,75-79,78.5
2021-01-01,Malaysia,male,bumi_malay,80-84,40.1
2021-01-01,Malaysia,male,bumi_malay,85+,29.9
2021-01-01,Malaysia,female,bumi_malay,overall_age,8513.6
2021-01-01,Malaysia,female,bumi_malay,0-4,727.1
2021-01-01,Malaysia,female,bumi_malay,5-9,741.8
2021-01-01,Malaysia,female,bumi_malay,10-14,697.3
2021-01-01,Malaysia,female,bumi_malay,15-19,766.3
2021-01-01,Malaysia,female,bumi_malay,20-24,750.0
2021-01-01,Malaysia,female,bumi_malay,25-29,685.8
2021-01-01,Malaysia,female,bumi_malay,30-34,728.3
2021-01-01,Malaysia,female,bumi_malay,35-39,708.7
2021-01-01,Malaysia,female,bumi_malay,40-44,555.6
2021-01-01,Malaysia,female,bumi_malay,45-49,465.7
2021-01-01,Malaysia,female,bumi_malay,50-54,405.6
2021-01-01,Malaysia,female,bumi_malay,55-59,374.4
2021-01-01,Malaysia,female,bumi_malay,60-64,307.9
2021-01-01,Malaysia,female,bumi_malay,65-69,248.1
2021-01-01,Malaysia,female,bumi_malay,70-74,171.5
2021-01-01,Malaysia,female,bumi_malay,75-79,93.5
2021-01-01,Malaysia,female,bumi_malay,80-84,52.3
2021-01-01,Malaysia,female,bumi_malay,85+,33.7
2021-01-01,Malaysia,overall_sex,bumi_other,overall_age,3654.1
2021-01-01,Malaysia,overall_sex,bumi_other,0-4,277.1
2021-01-01,Malaysia,overall_sex,bumi_other,5-9,297.8
2021-01-01,Malaysia,overall_sex,bumi_other,10-14,349.5
2021-01-01,Malaysia,overall_sex,bumi_other,15-19,346.5
2021-01-01,Malaysia,overall_sex,bumi_other,20-24,328.4
2021-01-01,Malaysia,overall_sex,bumi_other,25-29,335.5
2021-01-01,Malaysia,overall_sex,bumi_other,30-34,313.5
2021-01-01,Malaysia,overall_sex,bumi_other,35-39,298.6
2021-01-01,Malaysia,overall_sex,bumi_other,40-44,228.8
2021-01-01,Malaysia,overall_sex,bumi_other,45-49,197.4
2021-01-01,Malaysia,overall_sex,bumi_other,50-54,175.1
2021-01-01,Malaysia,overall_sex,bumi_other,55-59,152.3
2021-01-01,Malaysia,overall_sex,bumi_other,60-64,120.2
2021-01-01,Malaysia,overall_sex,bumi_other,65-69,96.5
2021-01-01,Malaysia,overall_sex,bumi_other,70-74,60.2
2021-01-01,Malaysia,overall_sex,bumi_other,75-79,38.2
2021-01-01,Malaysia,overall_sex,bumi_other,80-84,20.8
2021-01-01,Malaysia,overall_sex,bumi_other,85+,17.6
2021-01-01,Malaysia,male,bumi_other,overall_age,1845.7
2021-01-01,Malaysia,male,bumi_other,0-4,142.7
2021-01-01,Malaysia,male,bumi_other,5-9,154.6
2021-01-01,Malaysia,male,bumi_other,10-14,178.5
2021-01-01,Malaysia,male,bumi_other,15-19,177.6
2021-01-01,Malaysia,male,bumi_other,20-24,164.6
2021-01-01,Malaysia,male,bumi_other,25-29,166.5
2021-01-01,Malaysia,male,bumi_other,30-34,154.5
2021-01-01,Malaysia,male,bumi_other,35-39,150.0
2021-01-01,Malaysia,male,bumi_other,40-44,114.8
2021-01-01,Malaysia,male,bumi_other,45-49,97.3
2021-01-01,Malaysia,male,bumi_other,50-54,87.9
2021-01-01,Malaysia,male,bumi_other,55-59,76.4
2021-01-01,Malaysia,male,bumi_other,60-64,61.2
2021-01-01,Malaysia,male,bumi_other,65-69,51.1
2021-01-01,Malaysia,male,bumi_other,70-74,29.9
2021-01-01,Malaysia,male,bumi_other,75-79,18.9
2021-01-01,Malaysia,male,bumi_other,80-84,10.2
2021-01-01,Malaysia,male,bumi_other,85+,9.0
2021-01-01,Malaysia,female,bumi_other,overall_age,1808.4
2021-01-01,Malaysia,female,bumi_other,0-4,134.3
2021-01-01,Malaysia,female,bumi_other,5-9,143.2
2021-01-01,Malaysia,female,bumi_other,10-14,171.0
2021-01-01,Malaysia,female,bumi_other,15-19,169.0
2021-01-01,Malaysia,female,bumi_other,20-24,163.8
2021-01-01,Malaysia,female,bumi_other,25-29,169.0
2021-01-01,Malaysia,female,bumi_other,30-34,159.0
2021-01-01,Malaysia,female,bumi_other,35-39,148.7
2021-01-01,Malaysia,female,bumi_other,40-44,114.0
2021-01-01,Malaysia,female,bumi_other,45-49,100.1
2021-01-01,Malaysia,female,bumi_other,50-54,87.2
2021-01-01,Malaysia,female,bumi_other,55-59,76.0
2021-01-01,Malaysia,female,bumi_other,60-64,58.9
2021-01-01,Malaysia,female,bumi_other,65-69,45.4
2021-01-01,Malaysia,female,bumi_other,70-74,30.4
2021-01-01,Malaysia,female,bumi_other,75-79,19.3
2021-01-01,Malaysia,female,bumi_other,80-84,10.6
2021-01-01,Malaysia,female,bumi_other,85+,8.6
2021-01-01,Malaysia,overall_sex,chinese,overall_age,6891.7
2021-01-01,Malaysia,overall_sex,chinese,0-4,367.6
2021-01-01,Malaysia,overall_sex,chinese,5-9,503.6
2021-01-01,Malaysia,overall_sex,chinese,10-14,552.8
2021-01-01,Malaysia,overall_sex,chinese,15-19,529.4
2021-01-01,Malaysia,overall_sex,chinese,20-24,486.8
2021-01-01,Malaysia,overall_sex,chinese,25-29,482.4
2021-01-01,Malaysia,overall_sex,chinese,30-34,520.5
2021-01-01,Malaysia,overall_sex,chinese,35-39,574.4
2021-01-01,Malaysia,overall_sex,chinese,40-44,535.9
2021-01-01,Malaysia,overall_sex,chinese,45-49,487.3
2021-01-01,Malaysia,overall_sex,chinese,50-54,441.8
2021-01-01,Malaysia,overall_sex,chinese,55-59,415.0
2021-01-01,Malaysia,overall_sex,chinese,60-64,362.3
2021-01-01,Malaysia,overall_sex,chinese,65-69,249.5
2021-01-01,Malaysia,overall_sex,chinese,70-74,180.2
2021-01-01,Malaysia,overall_sex,chinese,75-79,105.7
2021-01-01,Malaysia,overall_sex,chinese,80-84,63.9
2021-01-01,Malaysia,overall_sex,chinese,85+,32.8
2021-01-01,Malaysia,male,chinese,overall_age,3514.1
2021-01-01,Malaysia,male,chinese,0-4,186.0
2021-01-01,Malaysia,male,chinese,5-9,259.6
2021-01-01,Malaysia,male,chinese,10-14,289.4
2021-01-01,Malaysia,male,chinese,15-19,276.4
2021-01-01,Malaysia,male,chinese,20-24,251.1
2021-01-01,Malaysia,male,chinese,25-29,245.6
2021-01-01,Malaysia,male,chinese,30-34,259.2
2021-01-01,Malaysia,male,chinese,35-39,287.5
2021-01-01,Malaysia,male,chinese,40-44,278.1
2021-01-01,Malaysia,male,chinese,45-49,249.3
2021-01-01,Malaysia,male,chinese,50-54,223.9
2021-01-01,Malaysia,male,chinese,55-59,213.5
2021-01-01,Malaysia,male,chinese,60-64,185.5
2021-01-01,Malaysia,male,chinese,65-69,124.3
2021-01-01,Malaysia,male,chinese,70-74,88.1
2021-01-01,Malaysia,male,chinese,75-79,51.0
2021-01-01,Malaysia,male,chinese,80-84,29.7
2021-01-01,Malaysia,male,chinese,85+,16.0
2021-01-01,Malaysia,female,chinese,overall_age,3377.6
2021-01-01,Malaysia,female,chinese,0-4,181.6
2021-01-01,Malaysia,female,chinese,5-9,244.0
2021-01-01,Malaysia,female,chinese,10-14,263.4
2021-01-01,Malaysia,female,chinese,15-19,253.0
2021-01-01,Malaysia,female,chinese,20-24,235.8
2021-01-01,Malaysia,female,chinese,25-29,236.8
2021-01-01,Malaysia,female,chinese,30-34,261.2
2021-01-01,Malaysia,female,chinese,35-39,287.0
2021-01-01,Malaysia,female,chinese,40-44,257.8
2021-01-01,Malaysia,female,chinese,45-49,238.0
2021-01-01,Malaysia,female,chinese,50-54,217.8
2021-01-01,Malaysia,female,chinese,55-59,201.5
2021-01-01,Malaysia,female,chinese,60-64,176.8
2021-01-01,Malaysia,female,chinese,65-69,125.2
2021-01-01,Malaysia,female,chinese,70-74,92.1
2021-01-01,Malaysia,female,chinese,75-79,54.7
2021-01-01,Malaysia,female,chinese,80-84,34.2
2021-01-01,Malaysia,female,chinese,85+,16.8
2021-01-01,Malaysia,overall_sex,indian,overall_age,2002.6
2021-01-01,Malaysia,overall_sex,indian,0-4,116.0
2021-01-01,Malaysia,overall_sex,indian,5-9,147.4
2021-01-01,Malaysia,overall_sex,indian,10-14,168.0
2021-01-01,Malaysia,overall_sex,indian,15-19,168.6
2021-01-01,Malaysia,overall_sex,indian,20-24,159.3
2021-01-01,Malaysia,overall_sex,indian,25-29,157.8
2021-01-01,Malaysia,overall_sex,indian,30-34,167.2
2021-01-01,Malaysia,overall_sex,indian,35-39,175.6
2021-01-01,Malaysia,overall_sex,indian,40-44,155.5
2021-01-01,Malaysia,overall_sex,indian,45-49,129.0
2021-01-01,Malaysia,overall_sex,indian,50-54,112.8
2021-01-01,Malaysia,overall_sex,indian,55-59,107.2
2021-01-01,Malaysia,overall_sex,indian,60-64,89.2
2021-01-01,Malaysia,overall_sex,indian,65-69,64.6
2021-01-01,Malaysia,overall_sex,indian,70-74,43.2
2021-01-01,Malaysia,overall_sex,indian,75-79,21.0
2021-01-01,Malaysia,overall_sex,indian,80-84,11.6
2021-01-01,Malaysia,overall_sex,indian,85+,8.4
2021-01-01,Malaysia,male,indian,overall_age,1008.0
2021-01-01,Malaysia,male,indian,0-4,58.1
2021-01-01,Malaysia,male,indian,5-9,75.9
2021-01-01,Malaysia,male,indian,10-14,86.7
2021-01-01,Malaysia,male,indian,15-19,87.7
2021-01-01,Malaysia,male,indian,20-24,82.4
2021-01-01,Malaysia,male,indian,25-29,79.7
2021-01-01,Malaysia,male,indian,30-34,84.0
2021-01-01,Malaysia,male,indian,35-39,89.9
2021-01-01,Malaysia,male,indian,40-44,80.9
2021-01-01,Malaysia,male,indian,45-49,63.8
2021-01-01,Malaysia,male,indian,50-54,55.3
2021-01-01,Malaysia,male,indian,55-59,52.7
2021-01-01,Malaysia,male,indian,60-64,42.2
2021-01-01,Malaysia,male,indian,65-69,30.3
2021-01-01,Malaysia,male,indian,70-74,19.7
2021-01-01,Malaysia,male,indian,75-79,9.5
2021-01-01,Malaysia,male,indian,80-84,5.4
2021-01-01,Malaysia,male,indian,85+,3.8
2021-01-01,Malaysia,female,indian,overall_age,994.6
2021-01-01,Malaysia,female,indian,0-4,57.9
2021-01-01,Malaysia,female,indian,5-9,71.5
2021-01-01,Malaysia,female,indian,10-14,81.3
2021-01-01,Malaysia,female,indian,15-19,80.9
2021-01-01,Malaysia,female,indian,20-24,76.9
2021-01-01,Malaysia,female,indian,25-29,78.2
2021-01-01,Malaysia,female,indian,30-34,83.2
2021-01-01,Malaysia,female,indian,35-39,85.8
2021-01-01,Malaysia,female,indian,40-44,74.6
2021-01-01,Malaysia,female,indian,45-49,65.2
2021-01-01,Malaysia,female,indian,50-54,57.5
2021-01-01,Malaysia,female,indian,55-59,54.5
2021-01-01,Malaysia,female,indian,60-64,47.0
2021-01-01,Malaysia,female,indian,65-69,34.3
2021-01-01,Malaysia,female,indian,70-74,23.5
2021-01-01,Malaysia,female,indian,75-79,11.5
2021-01-01,Malaysia,female,indian,80-84,6.2
2021-01-01,Malaysia,female,indian,85+,4.6
2021-01-01,Malaysia,overall_sex,other_citizen,overall_age,220.1
2021-01-01,Malaysia,overall_sex,other_citizen,0-4,19.6
2021-01-01,Malaysia,overall_sex,other_citizen,5-9,17.3
2021-01-01,Malaysia,overall_sex,other_citizen,10-14,14.9
2021-01-01,Malaysia,overall_sex,other_citizen,15-19,19.0
2021-01-01,Malaysia,overall_sex,other_citizen,20-24,20.0
2021-01-01,Malaysia,overall_sex,other_citizen,25-29,20.5
2021-01-01,Malaysia,overall_sex,other_citizen,30-34,23.2
2021-01-01,Malaysia,overall_sex,other_citizen,35-39,20.7
2021-01-01,Malaysia,overall_sex,other_citizen,40-44,14.8
2021-01-01,Malaysia,overall_sex,other_citizen,45-49,11.4
2021-01-01,Malaysia,overall_sex,other_citizen,50-54,9.2
2021-01-01,Malaysia,overall_sex,other_citizen,55-59,7.9
2021-01-01,Malaysia,overall_sex,other_citizen,60-64,6.5
2021-01-01,Malaysia,overall_sex,other_citizen,65-69,6.3
2021-01-01,Malaysia,overall_sex,other_citizen,70-74,4.5
2021-01-01,Malaysia,overall_sex,other_citizen,75-79,2.2
2021-01-01,Malaysia,overall_sex,other_citizen,80-84,1.0
2021-01-01,Malaysia,overall_sex,other_citizen,85+,1.0
2021-01-01,Malaysia,male,other_citizen,overall_age,118.9
2021-01-01,Malaysia,male,other_citizen,0-4,10.1
2021-01-01,Malaysia,male,other_citizen,5-9,9.0
2021-01-01,Malaysia,male,other_citizen,10-14,7.9
2021-01-01,Malaysia,male,other_citizen,15-19,10.8
2021-01-01,Malaysia,male,other_citizen,20-24,11.2
2021-01-01,Malaysia,male,other_citizen,25-29,11.6
2021-01-01,Malaysia,male,other_citizen,30-34,13.5
2021-01-01,Malaysia,male,other_citizen,35-39,11.7
2021-01-01,Malaysia,male,other_citizen,40-44,7.7
2021-01-01,Malaysia,male,other_citizen,45-49,5.8
2021-01-01,Malaysia,male,other_citizen,50-54,4.6
2021-01-01,Malaysia,male,other_citizen,55-59,4.0
2021-01-01,Malaysia,male,other_citizen,60-64,3.6
2021-01-01,Malaysia,male,other_citizen,65-69,3.3
2021-01-01,Malaysia,male,other_citizen,70-74,2.3
2021-01-01,Malaysia,male,other_citizen,75-79,0.9
2021-01-01,Malaysia,male,other_citizen,80-84,0.4
2021-01-01,Malaysia,male,other_citizen,85+,0.5
2021-01-01,Malaysia,female,other_citizen,overall_age,101.2
2021-01-01,Malaysia,female,other_citizen,0-4,9.4
2021-01-01,Malaysia,female,other_citizen,5-9,8.3
2021-01-01,Malaysia,female,other_citizen,10-14,7.0
2021-01-01,Malaysia,female,other_citizen,15-19,8.1
2021-01-01,Malaysia,female,other_citizen,20-24,8.9
2021-01-01,Malaysia,female,other_citizen,25-29,8.9
2021-01-01,Malaysia,female,other_citizen,30-34,9.7
2021-01-01,Malaysia,female,other_citizen,35-39,9.0
2021-01-01,Malaysia,female,other_citizen,40-44,7.1
2021-01-01,Malaysia,female,other_citizen,45-49,5.6
2021-01-01,Malaysia,female,other_citizen,50-54,4.6
2021-01-01,Malaysia,female,other_citizen,55-59,3.9
2021-01-01,Malaysia,female,other_citizen,60-64,3.0
2021-01-01,Malaysia,female,other_citizen,65-69,3.1
2021-01-01,Malaysia,female,other_citizen,70-74,2.2
2021-01-01,Malaysia,female,other_citizen,75-79,1.4
2021-01-01,Malaysia,female,other_citizen,80-84,0.5
2021-01-01,Malaysia,female,other_citizen,85+,0.5
2021-01-01,Malaysia,overall_sex,other_noncitizen,overall_age,2559.5
2021-01-01,Malaysia,overall_sex,other_noncitizen,0-4,180.3
2021-01-01,Malaysia,overall_sex,other_noncitizen,5-9,142.5
2021-01-01,Malaysia,overall_sex,other_noncitizen,10-14,68.6
2021-01-01,Malaysia,overall_sex,other_noncitizen,15-19,135.6
2021-01-01,Malaysia,overall_sex,other_noncitizen,20-24,358.2
2021-01-01,Malaysia,overall_sex,other_noncitizen,25-29,467.9
2021-01-01,Malaysia,overall_sex,other_noncitizen,30-34,387.5
2021-01-01,Malaysia,overall_sex,other_noncitizen,35-39,282.8
2021-01-01,Malaysia,overall_sex,other_noncitizen,40-44,187.7
2021-01-01,Malaysia,overall_sex,other_noncitizen,45-49,111.0
2021-01-01,Malaysia,overall_sex,other_noncitizen,50-54,60.2
2021-01-01,Malaysia,overall_sex,other_noncitizen,55-59,35.9
2021-01-01,Malaysia,overall_sex,other_noncitizen,60-64,23.1
2021-01-01,Malaysia,overall_sex,other_noncitizen,65-69,50.2
2021-01-01,Malaysia,overall_sex,other_noncitizen,70-74,26.5
2021-01-01,Malaysia,overall_sex,other_noncitizen,75-79,14.5
2021-01-01,Malaysia,overall_sex,other_noncitizen,80-84,11.5
2021-01-01,Malaysia,overall_sex,other_noncitizen,85+,15.6
2021-01-01,Malaysia,male,other_noncitizen,overall_age,1779.0
2021-01-01,Malaysia,male,other_noncitizen,0-4,94.9
2021-01-01,Malaysia,male,other_noncitizen,5-9,75.2
2021-01-01,Malaysia,male,other_noncitizen,10-14,36.1
2021-01-01,Malaysia,male,other_noncitizen,15-19,83.0
2021-01-01,Malaysia,male,other_noncitizen,20-24,255.4
2021-01-01,Malaysia,male,other_noncitizen,25-29,354.9
2021-01-01,Malaysia,male,other_noncitizen,30-34,302.1
2021-01-01,Malaysia,male,other_noncitizen,35-39,215.4
2021-01-01,Malaysia,male,other_noncitizen,40-44,138.6
2021-01-01,Malaysia,male,other_noncitizen,45-49,79.7
2021-01-01,Malaysia,male,other_noncitizen,50-54,41.1
2021-01-01,Malaysia,male,other_noncitizen,55-59,23.7
2021-01-01,Malaysia,male,other_noncitizen,60-64,15.4
2021-01-01,Malaysia,male,other_noncitizen,65-69,26.2
2021-01-01,Malaysia,male,other_noncitizen,70-74,14.6
2021-01-01,Malaysia,male,other_noncitizen,75-79,8.0
2021-01-01,Malaysia,male,other_noncitizen,80-84,6.2
2021-01-01,Malaysia,male,other_noncitizen,85+,8.7
2021-01-01,Malaysia,female,other_noncitizen,overall_age,780.5
2021-01-01,Malaysia,female,other_noncitizen,0-4,85.4
2021-01-01,Malaysia,female,other_noncitizen,5-9,67.3
2021-01-01,Malaysia,female,other_noncitizen,10-14,32.5
2021-01-01,Malaysia,female,other_noncitizen,15-19,52.7
2021-01-01,Malaysia,female,other_noncitizen,20-24,102.9
2021-01-01,Malaysia,female,other_noncitizen,25-29,113.0
2021-01-01,Malaysia,female,other_noncitizen,30-34,85.4
2021-01-01,Malaysia,female,other_noncitizen,35-39,67.4
2021-01-01,Malaysia,female,other_noncitizen,40-44,49.1
2021-01-01,Malaysia,female,other_noncitizen,45-49,31.3
2021-01-01,Malaysia,female,other_noncitizen,50-54,19.1
2021-01-01,Malaysia,female,other_noncitizen,55-59,12.1
2021-01-01,Malaysia,female,other_noncitizen,60-64,7.7
2021-01-01,Malaysia,female,other_noncitizen,65-69,23.9
2021-01-01,Malaysia,female,other_noncitizen,70-74,11.9
2021-01-01,Malaysia,female,other_noncitizen,75-79,6.5
2021-01-01,Malaysia,female,other_noncitizen,80-84,5.3
